airport_id,date_visited,callsign,notes
OFP,8/12/2021,N17055,"CFI Checkride prep.  engine out landings.  steep turns.  Wayne Bullock, 1969087CFI, exp 4/22"
OFP,8/11/2021,N6912T,"MEI Checkride Prep.  3 T/o and LNDGs. TECNAM familiarization.  Stalls, Vmc demo, steep turns, RNAV16.  Wayne Bullock, MEI, 1969087CFI, exp 4/22."
N12,8/9/2021,N6371J,VFR XC solo bravo clearance to Lincoln Park
N07,8/9/2021,N6371J,VFR XC solo bravo clearance to Lincoln Park
4N1,8/9/2021,N6371J,IFP XC solo actual to Lakewood to see Phil N.
OWD,8/8/2021,N6371J,Home from meeting at CG D1 in Boston
4N1,8/8/2021,N6371J,Home from meeting at CG D1 in Boston
4N1,8/7/2021,N6371J,To Norwood for CG D1 meeting at Base Boston
OWD,8/7/2021,N6371J,To Norwood for CG D1 meeting at Base Boston
HFD,8/7/2021,N6371J,To Norwood for CG D1 meeting at Base Boston
FWN,8/7/2021,N476SP,Checkride Prep with Nick Ruiz.
06N,8/7/2021,N9563A,Lesson 5 with Alex Apitzer.
4N1,8/5/2021,N476SP,Stage one check for Chuck Schneider.  Complete.
BID,8/3/2021,N6371J,Block to home with Joe and Shauna.
4N1,8/3/2021,N6371J,Block to home with Joe and Shauna.
GON,8/3/2021,N6371J,Block to home with Joe and Shauna.
FWN,8/3/2021,N6371J,VFR XC. Sussex to Block Island with Joe and Shauna
4N1,8/2/2021,N490SP,"Lesson 16 local night dual with Stephen Herato Stalls, steep turns, pattern"
MGJ,8/2/2021,N490SP,"Lesson 16 local night dual with Stephen Herato Stalls, steep turns, pattern"
4N1,8/1/2021,N316AS,"IPC complete for Jeremy Schmid, CPL3925092, ILS27 at KSWF,  RNAV24 at 4N1."
SWF,8/1/2021,N316AS,"IPC complete for Jeremy Schmid, CPL3925092, ILS27 at KSWF,  RNAV24 at 4N1."
N07,8/1/2021,N476SP,Checkride prep for Nick Ruiz.  Diversion to Lincoln Park.
4N1,7/31/2021,N9563A,"Ryan Herman.  Lesson 18. Night dual, VFR XC to Allentown."
ABE,7/31/2021,N9563A,"Ryan Herman.  Lesson 18. Night dual, VFR XC to Allentown."
MGJ,7/31/2021,N490SP,Lesson 4 complete with Alex Spitzer.
06N,7/31/2021,N476SP,Part 1 of stage 1 check for Chuck Schneider.
4N1,7/28/2021,N316AS,"Annual 141 check with Rich Mardello.  Hold, ILS04, RNAV24.  Wings completion."
MGJ,7/28/2021,N316AS,"Annual 141 check with Rich Mardello.  Hold, ILS04, RNAV24.  Wings completion."
POU,7/28/2021,N316AS,Instrument end of course check flight for James Carter.
44N,7/28/2021,N316AS,Instrument end of course check flight for James Carter.
4N1,7/27/2021,N316AS,"James Carter air work portion of the IFR end of course exam.  Stalls, steep turns, RNAV24"
44N,7/27/2021,N6371J,VFR drop off Pat S at 44N we flew over his house as well.
ACY,7/26/2021,N6371J,IFP actual XC Solo. Home from AC
4N1,7/26/2021,N6371J,IFP actual XC Solo. Home from AC
4N1,7/25/2021,N6371J,IFP XC solo actual.  RNAV22.  To AC for Jarvis Anniversary.
ACY,7/25/2021,N6371J,IFP XC solo actual.  RNAV22.  To AC for Jarvis Anniversary.
4N1,7/24/2021,N316AS,"Instrument stage check... James Carter. ILS27 at SWF, VOR05 at N82, RNAV24 at 4N1"
SWF,7/24/2021,N316AS,"Instrument stage check... James Carter. ILS27 at SWF, VOR05 at N82, RNAV24 at 4N1"
N82,7/24/2021,N316AS,"Instrument stage check... James Carter. ILS27 at SWF, VOR05 at N82, RNAV24 at 4N1"
44N,7/23/2021,N6371J,Home from 44N with Mr. Duke.
4N1,7/23/2021,N6371J,Home from 44N with Mr. Duke.
4N1,7/22/2021,N476SP,Pattern work for Chuck Schneider.
MGJ,7/22/2021,N476SP,Pattern work for Chuck Schneider.
GAI,7/21/2021,N1934J,IFP actual. RNAV03 at Sussex.  Dual received in Commander 114.  Intro to the Commander with Rich Bartlett.
FWN,7/21/2021,N1934J,IFP actual. RNAV03 at Sussex.  Dual received in Commander 114.  Intro to the Commander with Rich Bartlett.
ISP,7/18/2021,N6371J,IFP XC Solo Actual solid IMC! RNAV24 from WAMUV.
4N1,7/18/2021,N6371J,IFP XC Solo Actual solid IMC! RNAV24 from WAMUV.
BID,7/18/2021,N6371J,IFP XC Actual.   Visual RWY24.
BDR,7/18/2021,N6371J,IFP XC Solo actual.  ILS24.
4N1,7/17/2021,N9563A,"Stalls, pattern, landings"
MGJ,7/17/2021,N9563A,"Stalls, pattern, landings"
N12,7/15/2021,N6371J,VFR solo XC night.  Lakewood around the Bravo to 4N1.
4N1,7/15/2021,N6371J,VFR solo XC night.  Lakewood around the Bravo to 4N1.
VKX,7/15/2021,N6371J,IFP solo XC FRZ actual.  Potomac to Lakewood.
PHF,7/15/2021,N6371J,IFP XC actual FRZ back to Potomac from Yorktown with Don Hartmayer.
4N1,7/13/2021,N6371J,IFP XC solo actual to Potomac Airfield for USCGR business in DC.
VKX,7/13/2021,N6371J,IFP XC solo actual to Potomac Airfield for USCGR business in DC.
BWI,7/13/2021,N6371J,IFP XC solo actual to Potomac Airfield for USCGR business in DC.
4N1,7/10/2021,N490SP,Presolo check. Pattern work with Lou S.
ISP,7/10/2021,N6371J,VFR night XC solo to 4N1.
SWF,7/10/2021,N316AS,"Gregory Dolan, CFI candidate Intro to C172."
MGJ,7/10/2021,N316AS,"Gregory Dolan, CFI candidate Intro to C172."
12N,7/10/2021,N316AS,"Gregory Dolan, CFI candidate Intro to C172."
CDW,7/8/2021,N6371J,Home from C&W
4N1,7/8/2021,N6371J,Home from C&W
BTV,7/7/2021,N6371J,IFP from Burlington to 4N1.  XC solo actual. USCGR work.
4N1,7/7/2021,N6371J,IFP from Burlington to 4N1.  XC solo actual. USCGR work.
ALB,7/7/2021,N6371J,IFP from Burlington to 4N1.  XC solo actual. USCGR work.
4N1,7/5/2021,N6371J,IFP to Burlington.  XC solo actual.  USCGR work in Burlington.
BTV,7/5/2021,N6371J,IFP to Burlington.  XC solo actual.  USCGR work in Burlington.
N12,7/4/2021,N6371J,VFR XC night solo.  Lakewood to Greenwood Lake.
4N1,7/4/2021,N6371J,VFR XC night solo.  Lakewood to Greenwood Lake.
CDW,7/4/2021,N6371J,VFR solo to Lakewood to see Mom & Dad
LCI,7/3/2021,N6371J,IFP actual XC Solo.  Home from NH.  RNAV06 with the procedure turn hold a WEKAS.
4N1,7/3/2021,N6371J,IFP actual XC Solo.  Home from NH.  RNAV06 with the procedure turn hold a WEKAS.
4N1,7/2/2021,N6371J,"IFR actual XC Solo to Laconia, NH.  ILS08 to 600 AGL."
LCI,7/2/2021,N6371J,"IFR actual XC Solo to Laconia, NH.  ILS08 to 600 AGL."
BAF,7/2/2021,N6371J,"IFR actual XC Solo to Laconia, NH.  ILS08 to 600 AGL."
4N1,6/30/2021,N9563A,"Instrument training with Charles Ruminello.  KMGJ ILS04, VOR08.  4N1 RNAV24 and RNAV06 with circle24."
MPO,6/30/2021,N6371J,Flight home from Poconos
4N1,6/29/2021,N8511N,"Instrument training for Brian Kindergan.  KMGJ: ILS04, VOR08 & hold at HOU.  KFWN: VOR-A, RNAV03.  4N1: RNAV24, RNAV06 circling."
MGJ,6/29/2021,N8511N,"Instrument training for Brian Kindergan.  KMGJ: ILS04, VOR08 & hold at HOU.  KFWN: VOR-A, RNAV03.  4N1: RNAV24, RNAV06 circling."
FWN,6/29/2021,N8511N,"Instrument training for Brian Kindergan.  KMGJ: ILS04, VOR08 & hold at HOU.  KFWN: VOR-A, RNAV03.  4N1: RNAV24, RNAV06 circling."
BAF,6/27/2021,N6371J,IFP XC solo home from KBAF
4N1,6/27/2021,N6371J,IFP XC solo home from KBAF
MGJ,6/27/2021,N9563A,Takeoffs and landings with Brenton VanBeke
4N1,6/26/2021,N476SP,Pattern and landing work with Chuck Schumacher
4N1,6/25/2021,N476SP,Bust the rust checkout for Kyle Slater.
POU,6/25/2021,N316AS,G1000 final checkout for Alex Nastro.
GON,6/24/2021,N6371J,IFR XC solo. Actual.  Home to 4N1.
4N1,6/24/2021,N6371J,IFR XC solo. Actual.  Home to 4N1.
BVY,6/24/2021,N6371J,VFR XC solo.  Work meeting at Groton.  Brian visit.
BXM,6/24/2021,N6371J,VFR XC with Ava Palmer.  Back to Beverly via ENE.
LCI,6/24/2021,N6371J,"VFR XC with Ava Palmer.  Brunswick, ME."
RUT,6/24/2021,N6371J,"VFR XC with Ava Palmer.  Laconia, NH."
PSM,6/23/2021,N6371J,VFR night with Ava Palmer.
BVY,6/23/2021,N6371J,VFR night with Ava Palmer.
4N1,6/23/2021,N6371J,IFP XC solo. To Beverly.
4N1,6/20/2021,N476SP,Shortfield t/o and landings.  W/ Brenton VanBeke.  Aero flex.
12N,6/20/2021,N476SP,Shortfield t/o and landings.  W/ Brenton VanBeke.  Aero flex.
MMU,6/20/2021,N316AS,From Morristown for Morochai Elkobi.  GPS NAV. Towered field.  Part of flight review.
CDW,6/19/2021,N6371J,VFR solo.  KCDW SAX KFWN HUO 4N1.
4N1,6/19/2021,N6371J,VFR solo.  KCDW SAX KFWN HUO 4N1.
FWN,6/19/2021,N6371J,VFR solo.  KCDW SAX KFWN HUO 4N1.
MGJ,6/19/2021,N476SP,Chuck Shumacker pattern KMGJ and 4N1.
4N1,6/18/2021,N6064P,To Caldwell.
CDW,6/18/2021,N6064P,To Caldwell.
ALB,6/17/2021,N4662G,Home from ALB direct Farmingdale.
FRG,6/17/2021,N4662G,Home from ALB direct Farmingdale.
ISP,6/16/2021,N65KB,"AuxAir Dan Burke, instrument instruction, VFR, RNAV33 @KGON"
GON,6/16/2021,N65KB,"AuxAir Dan Burke, instrument instruction, VFR, RNAV33 @KGON"
4N1,6/13/2021,N476SP,T/o landings with Chuck Schneider.
44N,6/8/2021,N316AS,VFR solo.  From Sky Acers to 4N1.  PIREP.
4N1,6/8/2021,N316AS,VFR solo.  From Sky Acers to 4N1.  PIREP.
4N1,6/6/2021,N316AS,Flight review flight 1 for Mordichai Glkobi.
MGJ,6/6/2021,N316AS,"Instrument give for Keith  ILS04 @MGJ, VOR-A @FWN, RNAV06@4N1"
FWN,6/6/2021,N316AS,"Instrument give for Keith  ILS04 @MGJ, VOR-A @FWN, RNAV06@4N1"
4N1,6/5/2021,N490SP,First lesson for Christian Guerra
4N1,6/2/2021,N6064P,Flight to Farmingdale to fly the Cirrus with Sheldon.
FRG,6/2/2021,N6064P,Flight to Farmingdale to fly the Cirrus with Sheldon.
W29,5/31/2021,N6371J,VFR night XC to Caldwell from Baybridge.
CDW,5/31/2021,N6371J,VFR night XC to Caldwell from Baybridge.
LNS,5/31/2021,N6371J,IFP to Baybridge. Actual. XC. Annapolis for dinner.
4N1,5/31/2021,N6371J,IFP solo to Caldwell.
OQN,5/27/2021,N6371J,VFR XC night solo.  Home from Brandywine.
4N1,5/27/2021,N6371J,VFR XC night solo.  Home from Brandywine.
PTW,5/27/2021,N6371J,VFR XC night solo.  Home from Brandywine.
N30,5/25/2021,N6371J,VFR solo.  From Cherry Ridge.  Lake pictures to home.
4N1,5/25/2021,N6371J,VFR solo.  From Cherry Ridge.  Lake pictures to home.
N07,5/25/2021,N6371J,"VFR XC solo.  Spring flyout challenge.  From Lincoln Park to Cherry Ridge, PA."
N40,5/24/2021,N6064P,Short Field T/O and landing at Andover.  Cessna 182T checkout flight #2... complete. | Cessna 182T intro
4N1,5/24/2021,N6064P,Short Field T/O and landing at Andover.  Cessna 182T checkout flight #2... complete. | Cessna 182T intro
12N,5/24/2021,N6064P,Short Field T/O and landing at Andover.  Cessna 182T checkout flight #2... complete. | Cessna 182T intro
OQN,5/23/2021,N6371J,Return for Brandywine with Sheldon as safety pilot.
4N1,5/23/2021,N6371J,Return for Brandywine with Sheldon as safety pilot.
LNS,5/23/2021,N717AA,"Intro to Cirrus.  SR22T.  Pattern. Takeoffs/landings.  Instrument approach at KLNS. | CIrrus Intro, RNAV 26 @ KLNS"
MQS,5/23/2021,N717AA,"Intro to Cirrus.  SR22T.  Pattern. Takeoffs/landings.  Instrument approach at KLNS. | CIrrus Intro, RNAV 26 @ KLNS"
4N1,5/22/2021,N476SP,Presolo check - Pass.
ORE,5/22/2021,N6371J,VFR XC.  Home from Portland.
PWM,5/22/2021,N6371J,"VFR XC.  Stop at Orange County, white cloud lunch."
BAF,5/19/2021,N6371J,VFR XC to Portland w/ Chelsea
PWM,5/19/2021,N6371J,VFR XC to Portland w/ Chelsea
4N1,5/19/2021,N6371J,VFR XC stop enroute to Portland.
4N1,5/17/2021,N6371J,Pattern and new wheels and breaks check.
26N,5/16/2021,N6371J,"Ocean City, NJ, to home.  VFR XC #springflyoutchallenge"
4N1,5/16/2021,N6371J,"Ocean City, NJ, to home.  VFR XC #springflyoutchallenge"
WWD,5/16/2021,N6371J,Cape May to Ocean City.  #Springflyoutchallenge
BID,5/15/2021,N6371J,Block Island to GWL.  VFR night XC.
4N1,5/15/2021,N6371J,Block Island to GWL.  VFR night XC.
GON,5/15/2021,N6371J,Block Island to GWL.  VFR night XC.
MTP,5/15/2021,N6371J,Greenwood Lake to Montauk to block island 99s Spring fly out challenge
DXR,5/15/2021,N490SP,Tower work with  Ben Ashkenza - Danbury
FWN,5/15/2021,N316AS,G1000 checkout flight #1 with Alex Nasano
ACY,5/15/2021,N6371J,VFR XC KACY to Greenwood lake
4N1,5/14/2021,N6371J,
ACY,5/14/2021,N6371J,
LNS,5/14/2021,N6371J,XC solo.  VFR Lancaster to Greenwood Lake
VKX,5/14/2021,N6371J,XC Solo IFP & FRZ.  Potomac to Lancaster
4N1,5/13/2021,N6371J,IFR FRZ.  To Potomac for USCG dinner.  Clouds at 8000.
VKX,5/13/2021,N6371J,IFR FRZ.  To Potomac for USCG dinner.  Clouds at 8000.
LNS,5/13/2021,N6371J,IFR FRZ.  To Potomac for USCG dinner.  Clouds at 8000.
BAF,5/12/2021,N6371J,RNAV24@4N1 with Sheldon as safety pilot.
4N1,5/12/2021,N6371J,RNAV24@4N1 with Sheldon as safety pilot.
N45,5/12/2021,N6371J,Kobalt to Great Barrington to Westfield Barnes.
GBR,5/12/2021,N6371J,Kobalt to Great Barrington to Westfield Barnes.
4N1,5/9/2021,N6371J,Pattern.  Strut balance.
4N1,5/7/2021,N6371J,Solo pattern work at 4N1.
4N1,5/4/2021,N476SP,"Solo prep with Jimmy John.  Stalls, pattern work."
4N1,5/2/2021,N316AS,Final G1000 checkout with Sheldon.  Andover for short field landings.
12N,5/2/2021,N316AS,Final G1000 checkout with Sheldon.  Andover for short field landings.
ISP,5/2/2021,N6371J,VFR XC home from Islip.
1N7,4/28/2021,N9333K,"VFR XC Seneca flight with Geoff Orlandi, 3219788CFI/MEI exp 9/21.  Flew the ILS Y RWY 23 at LowCountry Airport."
RBW,4/28/2021,N9333K,"VFR XC Seneca flight with Geoff Orlandi, 3219788CFI/MEI exp 9/21.  Flew the ILS Y RWY 23 at LowCountry Airport."
TPF,4/28/2021,N9333K,MVFr XC Seneca a flight with Geoff Orlandi 3219788 CFI/MEI exp 9/21 to Tampa's Peter O'Night Airport.
SSI,4/28/2021,N9333K,MVFr XC Seneca a flight with Geoff Orlandi 3219788 CFI/MEI exp 9/21 to Tampa's Peter O'Night Airport.
MMK,4/27/2021,N316AS,Return trip with Mike Kormos.  RNAV24 w/hold.
4N1,4/27/2021,N316AS,Return trip with Mike Kormos.  RNAV24 w/hold.
4N1,4/24/2021,N476SP,CFI Checkride prep w/ Dan Karcher.
MGJ,4/24/2021,N476SP,CFI Checkride prep w/ Dan Karcher.
AVP,4/24/2021,N316AS,Home from KAVP with Sheldon Temperman.
SWF,4/24/2021,N476SP,Tower and XWing Landings with Joe Delia
WWD,4/18/2021,N6371J,From Cape May with Sheldon and James.  Up the coast and skyline route.
4N1,4/18/2021,N6371J,From Cape May with Sheldon and James.  Up the coast and skyline route.
4N1,4/17/2021,N316AS,Checkride prep.  Matt Kiberz.
ISP,4/17/2021,N316AS,"From C Airspace, KISP direct 4N1, with Sheldon Temperman."
4N1,4/13/2021,N6371J,Approaches with Andres McNerney.  Hold at HUO.
12N,4/13/2021,N6371J,Approaches with Andres McNerney.  Hold at HUO.
FWN,4/13/2021,N6371J,Approaches with Andres McNerney.  Hold at HUO.
MGJ,4/13/2021,N6371J,Approaches with Andres McNerney.  Hold at HUO.
SFZ,4/9/2021,N6371J,Flight home from North Central RI.
4N1,4/9/2021,N6371J,Flight home from North Central RI.
ISP,4/8/2021,N6371J,Home from Islip.
4N1,4/8/2021,N6371J,Home from Islip.
CDW,3/23/2021,N6371J,Landings with Steve Schepis.
4N1,3/23/2021,N6371J,Landings with Steve Schepis.
FWN,3/23/2021,N6371J,Landings with Steve Schepis.
N07,2/26/2021,N6371J,Home from dropping off Schepis.
4N1,2/26/2021,N6371J,Home from dropping off Schepis.
1B1,2/26/2021,N6371J,Aux training flight with Steve Schepis.  1B1 direct Lincoln Park with a lap in the pattern at 1B1.
4N1,2/24/2021,N6371J,Flight with Steve Evans.  Landing at KMGJ.
MGJ,2/24/2021,N6371J,Flight with Steve Evans.  Landing at KMGJ.
4N1,2/21/2021,N9563A,Stage check for Baez... unsat with feedback.
FWN,2/21/2021,N9563A,Stage check for Baez... unsat with feedback.
4N1,2/17/2021,N9563A,Stage check 3 with Sheldon.
FWN,2/17/2021,N9563A,Stage check 3 with Sheldon.
PNE,2/17/2021,N6371J,XC VFR Solo.  Home from NE Philadelphia.
4N1,2/14/2021,N6371J,"Slow flight, power off stall, landing and go around at KMGJ."
MGJ,2/14/2021,N6371J,"Slow flight, power off stall, landing and go around at KMGJ."
4N1,2/13/2021,N6371J,Pattern work with Marion at 4N1.
4N1,2/11/2021,N9563A,
4N1,2/6/2021,N9563A,"Virus IPC flight 1.   ILS4 at KMGJ, VOR-A at KFWN, and RNAV6 circle to land at 4N1.  Unusual attitudes."
MGJ,2/6/2021,N9563A,"Virus IPC flight 1.   ILS4 at KMGJ, VOR-A at KFWN, and RNAV6 circle to land at 4N1.  Unusual attitudes."
FWN,2/6/2021,N9563A,"Virus IPC flight 1.   ILS4 at KMGJ, VOR-A at KFWN, and RNAV6 circle to land at 4N1.  Unusual attitudes."
4N1,1/31/2021,N6371J,Pattern work at 4N1 and KFWN w/Marion.
FWN,1/31/2021,N6371J,Pattern work at 4N1 and KFWN w/Marion.
4N1,1/30/2021,N6371J,
MGJ,1/30/2021,N6371J,
BDR,1/30/2021,N316AS,XC VFR practice with Matt Kibertz.
LNS,1/24/2021,N6371J,"VFR Night XC.  Home from Lancaster, night landing at Greenwood Lake."
4N1,1/24/2021,N6371J,"VFR Night XC.  Home from Lancaster, night landing at Greenwood Lake."
4N1,1/21/2021,N490SP,Skyline Route w/ Vitus Holzner.  Bravo clearance and VFR Route
4N1,1/18/2021,N490SP,Instrument given 1.1 for Rick.  ILS04 and VOR08 at KMGJ and RNAV24 at 4N1.
MGJ,1/18/2021,N490SP,Instrument given 1.1 for Rick.  ILS04 and VOR08 at KMGJ and RNAV24 at 4N1.
N12,1/10/2021,N6371J,"VFR XC night flight home, Bravo clearance, with Marion."
4N1,1/10/2021,N6371J,"VFR XC night flight home, Bravo clearance, with Marion."
ACY,1/10/2021,N6371J,Landings with Marion at KMJX and N12.
MJX,1/10/2021,N6371J,Landings with Marion at KMJX and N12.
4N1,1/9/2021,N6371J,VFR XC with Marion.
ACY,1/9/2021,N6371J,VFR XC with Marion.
GON,12/30/2020,N33300,FAA Multiengine practical exam.  Passed.
GON,12/29/2020,N33300,Maneuvers and ILS05.
GON,12/28/2020,N33300,Multi engine training CAMEL add on.  ILS05 c23.
44N,12/27/2020,N6371J,VFR. Home from lunch.
4N1,12/27/2020,N6371J,VFR. Home from lunch.
OWK,12/19/2020,N6371J,Central Maine with Marion and Glen.  Lincoln Park to home with Marion. VFR XC.
4N1,12/19/2020,N6371J,Central Maine with Marion and Glen.  Lincoln Park to home with Marion. VFR XC.
N07,12/19/2020,N6371J,Central Maine with Marion and Glen.  Lincoln Park to home with Marion. VFR XC.
ISP,12/13/2020,N6371J,
4N1,12/13/2020,N6371J,
MTP,12/13/2020,N6371J,MTP to Islip with Peter.
BDR,12/13/2020,N6371J,XC solo IFP to Islip
4N1,11/29/2020,N6371J,Practice area for maneuvers.  Solo.
FWN,11/29/2020,N6371J,Practice area for maneuvers.  Solo.
GON,11/29/2020,N6371J,Trip to Groton with Stephanie Watson.  VFR XC simulated inst w/VOR23 approach.
GON,11/21/2020,N6371J,Flight back with Stephanie Watson.
4N1,11/21/2020,N6371J,Flight back with Stephanie Watson.
4N1,11/20/2020,N6371J,"Pattern work, strut flight test, solo."
GON,11/14/2020,N6371J,XC solo night. VFR. Home from Groton.
4N1,11/14/2020,N6371J,XC solo night. VFR. Home from Groton.
HFD,11/14/2020,N6371J,XC solo. Day IFP to Groton.
4N1,11/9/2020,N316AS,Lesson with Mark Manieri.  Basic Intro to G1000.
ISP,11/8/2020,N6371J,"Night solo XC, home from Islip."
4N1,11/8/2020,N6371J,"Night solo XC, home from Islip."
PSM,11/8/2020,N6371J,Portsmouth to Islip with Peter and Molly.
GDM,11/8/2020,N6371J,From Islip to Portsmouth w/ Peter & Molly.
ACY,11/7/2020,N6371J,Night.  XC. VFR.  From KACY to 4N1.
4N1,11/7/2020,N6371J,Night.  XC. VFR.  From KACY to 4N1.
4N1,11/5/2020,N316AS,"Lesson 18 w/ Matt Kiburz.  XC Night, 3 towered night landings @ KABE, unusual attitudes"
ABE,11/5/2020,N316AS,"Lesson 18 w/ Matt Kiburz.  XC Night, 3 towered night landings @ KABE, unusual attitudes"
4N1,11/4/2020,N490SP,"Lesson 16 with Ben Ashkenazi.  Night.  6 landings.  Steep turns, go around, power on/off stalls."
MGJ,11/4/2020,N490SP,"Lesson 16 with Ben Ashkenazi.  Night.  6 landings.  Steep turns, go around, power on/off stalls."
4N1,11/1/2020,N476SP,"Lesson with Adar Karkash.  Stalls, emergency procedures, turn around a point, pattern work at 4N1."
MMU,11/1/2020,N316AS,Towered operations at KMMU.  Flight following. With Nick Ruiz.
4N1,10/31/2020,N476SP,"Lesson 4 and beginning lesson 5.  Steep turns, S-turns, turns around a point, emergency field selection.  Kevin M."
06N,10/31/2020,N316AS,Commercial checkout with Tim Torchia.
20N,10/31/2020,N6371J,XC Solo to Kingston.  1 additional landing at 4N1.
4N1,10/27/2020,N6371J,"NJ Challenge continues: Old Bridge, Linden, Somerset, Solberg, Sky Manor.  VFR Solo."
3N6,10/27/2020,N6371J,"NJ Challenge continues: Old Bridge, Linden, Somerset, Solberg, Sky Manor.  VFR Solo."
LDJ,10/27/2020,N6371J,"NJ Challenge continues: Old Bridge, Linden, Somerset, Solberg, Sky Manor.  VFR Solo."
SMQ,10/27/2020,N6371J,"NJ Challenge continues: Old Bridge, Linden, Somerset, Solberg, Sky Manor.  VFR Solo."
N40,10/27/2020,N6371J,"NJ Challenge continues: Old Bridge, Linden, Somerset, Solberg, Sky Manor.  VFR Solo."
OWK,10/25/2020,N57540,VFR XC from Central Maine.  Dual. Mooney 201J.
N07,10/25/2020,N57540,VFR XC from Central Maine.  Dual. Mooney 201J.
N12,10/24/2020,N6371J,VFR. XC. Solo.  Home from Lakewood.
4N1,10/24/2020,N6371J,VFR. XC. Solo.  Home from Lakewood.
MGJ,10/18/2020,N6371J,Home from Poker Run.
4N1,10/18/2020,N6371J,Home from Poker Run.
44N,10/18/2020,N6371J,Poker Run.  Leg 5.
OXC,10/18/2020,N6371J,Poker Run. Leg 4.
MMK,10/18/2020,N6371J,Poker Run.  Leg 3.
MSV,10/18/2020,N6371J,Poker Run. Leg 2.
SWF,10/17/2020,N6371J,"Stewart missed, 4N1 missed, sax hold, Sussex missed and back to 4N1."
4N1,10/17/2020,N6371J,"Stewart missed, 4N1 missed, sax hold, Sussex missed and back to 4N1."
FWN,10/17/2020,N6371J,"Stewart missed, 4N1 missed, sax hold, Sussex missed and back to 4N1."
BAF,10/17/2020,N6371J,"Westfield, Bradley, Stewart.  IFP.  2.5xc."
BDL,10/17/2020,N6371J,"Westfield, Bradley, Stewart.  IFP.  2.5xc."
N14,10/14/2020,N6371J,Solo. VFR. XC.
4N1,10/14/2020,N6371J,Solo. VFR. XC.
17N,10/14/2020,N6371J,"Solo. VFR.  NJ Airports- from Cross Keys, to Hammonton, to Camden County, to South Jersey Regional, to Flying W."
N81,10/14/2020,N6371J,"Solo. VFR.  NJ Airports- from Cross Keys, to Hammonton, to Camden County, to South Jersey Regional, to Flying W."
19N,10/14/2020,N6371J,"Solo. VFR.  NJ Airports- from Cross Keys, to Hammonton, to Camden County, to South Jersey Regional, to Flying W."
VAY,10/14/2020,N6371J,"Solo. VFR.  NJ Airports- from Cross Keys, to Hammonton, to Camden County, to South Jersey Regional, to Flying W."
4N1,10/11/2020,N54390,"Flight review for Harry Pinand.  XC planning, VOR NAV, power on/off stalls, ground reference maneuvers, short & soft field T/Os and landings. Power off 180."
HOU,10/11/2020,N54390,"Flight review for Harry Pinand.  XC planning, VOR NAV, power on/off stalls, ground reference maneuvers, short & soft field T/Os and landings. Power off 180."
MGJ,10/11/2020,N54390,"Flight review for Harry Pinand.  XC planning, VOR NAV, power on/off stalls, ground reference maneuvers, short & soft field T/Os and landings. Power off 180."
MIV,10/11/2020,N6371J,IFP Actual. XC Solo. Millville ILS10.
N12,10/9/2020,N6371J,XC Solo.  VFR.  Lakewood to Spitfire to 4N1.  1 night    T/O and landing at 4N1.
4N1,10/9/2020,N6371J,XC Solo.  VFR.  Lakewood to Spitfire to 4N1.  1 night    T/O and landing at 4N1.
OBI,10/9/2020,N6371J,XC Solo. VFR. Woodbine & Lakewood.
4N1,10/6/2020,N6371J,"Night Skyline Route, Bravo Clearance, w/Zack."
4N1,10/5/2020,N316AS,Lesson #2 for Sol.
4N1,10/4/2020,N316AS,"Lesson with Nick Anzano.  Pattern, instrument lesson 1."
BAF,10/4/2020,N6371J,"Home from BAF, Andres MCNerney as instructor/safety Pilot.  XC. IFP.  Hold at WAMUV RNAV24."
HFD,10/4/2020,N6371J,"Home from BAF, Andres MCNerney as instructor/safety Pilot.  XC. IFP.  Hold at WAMUV RNAV24."
ISP,10/3/2020,N6371J,XC solo VFR night KISP CMK 4N1
4N1,10/3/2020,N6371J,XC solo VFR night KISP CMK 4N1
ACK,10/3/2020,N6371J,"XC VFR, day/night.  Drop off Peter and Molly."
ISP,9/27/2020,N6371J,XC solo. IFP.  Actual. RNAV24.
4N1,9/27/2020,N6371J,XC solo. IFP.  Actual. RNAV24.
BDR,9/27/2020,N6371J,XC solo. IFP.  Actual. RNAV24.
BAF,9/27/2020,N6371J,XC. IFP. Actual.  ILS24. W/Peter.
PWM,9/27/2020,N6371J,XC. IFP. ILS20.
BHB,9/26/2020,N6371J,XC.  IFP.  Actual.  ILS11.
PWM,9/26/2020,N6371J,XC.  IFP.  Actual.  ILS11.
ISP,9/25/2020,N6371J,XC IFP Actual w/Peter. Visual 11. Islip to Portland.
PWM,9/25/2020,N6371J,XC IFP Actual w/Peter. Visual 11. Islip to Portland.
4N1,9/25/2020,N6371J,XC.  Solo.  IFP.  Actual.  To Islip.
BDR,9/25/2020,N6371J,XC.  Solo.  IFP.  Actual.  To Islip.
4N1,9/22/2020,N6371J,XC Solo.  Eagles Nest Airport.  Go around at 31E - Deer - and go around at 4N1.  Gusty night landing at 4N1.
31E,9/22/2020,N6371J,XC Solo.  Eagles Nest Airport.  Go around at 31E - Deer - and go around at 4N1.  Gusty night landing at 4N1.
4N1,9/20/2020,N316AS,Instrument training with David.  ILS09 and RNAV06.  Power off 180 at 4N1. 172 checkout for David.
SWF,9/20/2020,N316AS,Instrument training with David.  ILS09 and RNAV06.  Power off 180 at 4N1. 172 checkout for David.
