SITE_NO,airport_id,name,CITY,state,STATE_NAME,lat,long,latitude,longitude,ELEV,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,towered_status,airspace_b
4280,1U7,BEAR LAKE COUNTY,PARIS,ID,IDAHO,42.24976111,-111.3416272,42.24976111,-111.3416272,5932.9,PU,PU,Non-towered,
4282,50S,PARMA,PARMA,ID,IDAHO,43.7787725,-116.9384861,43.7787725,-116.9384861,2228,PU,PU,Non-towered,
4284,S75,PAYETTE MUNI,PAYETTE,ID,IDAHO,44.09397361,-116.9031056,44.09397361,-116.9031056,2230,PU,PU,Non-towered,
4288,PIH,POCATELLO RGNL,POCATELLO,ID,IDAHO,42.9097925,-112.5959189,42.9097925,-112.5959189,4451.9,PU,PU,Towered,
4296,U10,PRESTON,PRESTON,ID,IDAHO,42.10693611,-111.9125708,42.10693611,-111.9125708,4727.8,PU,PU,Non-towered,
4302,1S6,PRIEST RIVER MUNI,PRIEST RIVER,ID,IDAHO,48.19064583,-116.9098611,48.19064583,-116.9098611,2193,PU,PU,Non-towered,
4305.1,RXE,REXBURG-MADISON COUNTY,REXBURG,ID,IDAHO,43.83391666,-111.8051111,43.83391666,-111.8051111,4862,PU,PU,Non-towered,
4308,U56,RIGBY,RIGBY,ID,IDAHO,43.642725,-111.9291625,43.642725,-111.9291625,4845,PU,PU,Non-towered,
4308.65,2U4,ROCKFORD MUNI,ROCKFORD,ID,IDAHO,43.1895,-112.5318056,43.1895,-112.5318056,4465,PU,PU,Non-towered,
4323,SMN,LEMHI COUNTY,SALMON,ID,IDAHO,45.12327777,-113.8814444,45.12327777,-113.8814444,4044.2,PU,PU,Non-towered,
4326,SZT,SANDPOINT,SANDPOINT,ID,IDAHO,48.29952777,-116.5601389,48.29952777,-116.5601389,2131,PU,PU,Non-towered,
4335,U78,ALLEN H TIGERT,SODA SPRINGS,ID,IDAHO,42.6485,-111.5818056,42.6485,-111.5818056,5843,PU,PU,Non-towered,
4314,U12,STANFORD FLD,ST ANTHONY,ID,IDAHO,43.95016666,-111.6846944,43.95016666,-111.6846944,4966,PU,PU,Non-towered,
4320,S72,JACK A BUELL,ST MARIES,ID,IDAHO,47.32581111,-116.5766778,47.32581111,-116.5766778,2131.3,PU,PU,Non-towered,
4344.1,TWF,JOSLIN FLD/MAGIC VALLEY RGNL,TWIN FALLS,ID,IDAHO,42.48180916,-114.4877361,42.48180916,-114.4877361,4153.4,PU,PU,Towered,
4353,S87,WEISER MUNI,WEISER,ID,IDAHO,44.20466666,-116.9605278,44.20466666,-116.9605278,2120.3,PU,PU,Non-towered,
4366,C00,MERCER COUNTY,ALEDO,IL,ILLINOIS,41.248645,-90.73708361,41.248645,-90.73708361,740,PR,PU,Non-towered,
4372,ALN,ST LOUIS RGNL,ALTON/ST LOUIS,IL,ILLINOIS,38.88991666,-90.046,38.88991666,-90.046,543.5,PU,PU,Towered,
4411.21,K06,GREATER BEARDSTOWN,BEARDSTOWN,IL,ILLINOIS,39.97338138,-90.40373555,39.97338138,-90.40373555,465,PU,PU,Non-towered,
4413,BLV,SCOTT AFB/MIDAMERICA ST LOUIS,BELLEVILLE,IL,ILLINOIS,38.54517305,-89.83518555,38.54517305,-89.83518555,459.1,MA,PU,Towered,
4427,H96,BENTON MUNI,BENTON,IL,ILLINOIS,38.0085,-88.93444444,38.0085,-88.93444444,444.1,PU,PU,Non-towered,
4431,BMI,CENTRAL IL RGNL/BLOOMINGTON-NORMAL,BLOOMINGTON/NORMAL,IL,ILLINOIS,40.47711111,-88.91591666,40.47711111,-88.91591666,871.4,PU,PU,Towered,
4444,1C5,BOLINGBROOK'S CLOW INTL,BOLINGBROOK,IL,ILLINOIS,41.69591666,-88.1295,41.69591666,-88.1295,674.9,PU,PU,Non-towered,
4458.8,CPS,ST LOUIS DOWNTOWN,CAHOKIA/ST LOUIS,IL,ILLINOIS,38.57036111,-90.15508333,38.57036111,-90.15508333,412.9,PU,PU,Towered,
4459.1,CIR,CAIRO RGNL,CAIRO,IL,ILLINOIS,37.06413888,-89.21952777,37.06413888,-89.21952777,322,PU,PU,Non-towered,
4463.1,CTK,INGERSOLL,CANTON,IL,ILLINOIS,40.56908333,-90.07483333,40.56908333,-90.07483333,683.9,PU,PU,Non-towered,
4477,MDH,SOUTHERN ILLINOIS,CARBONDALE/MURPHYSBORO,IL,ILLINOIS,37.77808333,-89.25202777,37.77808333,-89.25202777,411.2,PU,PU,Towered,
4480.12,CUL,CARMI MUNI,CARMI,IL,ILLINOIS,38.08947916,-88.12306111,38.08947916,-88.12306111,387.9,PU,PU,Non-towered,
4487,1H8,CASEY MUNI,CASEY,IL,ILLINOIS,39.30250916,-88.00406194,39.30250916,-88.00406194,654.9,PU,PU,Non-towered,
4490,ENL,CENTRALIA MUNI,CENTRALIA,IL,ILLINOIS,38.51508333,-89.09113888,38.51508333,-89.09113888,534.1,PU,PU,Non-towered,
4494,CMI,UNIVERSITY OF ILLINOIS/WILLARD,CHAMPAIGN/URBANA,IL,ILLINOIS,40.03856083,-88.27653916,40.03856083,-88.27653916,754.9,PU,PU,Towered,
4507,MDW,CHICAGO MIDWAY INTL,CHICAGO,IL,ILLINOIS,41.78564333,-87.75272861,41.78564333,-87.75272861,619.8,PU,PU,Towered,1
4508,ORD,CHICAGO O'HARE INTL,CHICAGO,IL,ILLINOIS,41.97694027,-87.90814972,41.97694027,-87.90814972,680,PU,PU,Towered,1
4518,IGQ,LANSING MUNI,CHICAGO,IL,ILLINOIS,41.53491666,-87.52952777,41.53491666,-87.52952777,619.7,PU,PU,Non-towered,
4506,ARR,AURORA MUNI,CHICAGO/AURORA,IL,ILLINOIS,41.77191666,-88.47566666,41.77191666,-88.47566666,712,PU,PU,Towered,
4508.2,3CK,LAKE IN THE HILLS,CHICAGO/LAKE IN THE HILLS,IL,ILLINOIS,42.20686111,-88.32269444,42.20686111,-88.32269444,887.2,PU,PU,Non-towered,
4508.1,PWK,CHICAGO EXEC,CHICAGO/PROSPECT HEIGHTS/WHEELING,IL,ILLINOIS,42.11427944,-87.90154083,42.11427944,-87.90154083,647,PU,PU,Towered,
4974,RFD,CHICAGO/ROCKFORD INTL,CHICAGO/ROCKFORD,IL,ILLINOIS,42.19536111,-89.09722222,42.19536111,-89.09722222,742,PU,PU,Towered,
4503.04,LOT,LEWIS UNIVERSITY,CHICAGO/ROMEOVILLE,IL,ILLINOIS,41.60809694,-88.09638972,41.60809694,-88.09638972,679,PU,PU,Towered,
4518.8,06C,SCHAUMBURG RGNL,CHICAGO/SCHAUMBURG,IL,ILLINOIS,41.98934083,-88.10124277,41.98934083,-88.10124277,801,PU,PU,Non-towered,
4503,UGN,WAUKEGAN NTL,CHICAGO/WAUKEGAN,IL,ILLINOIS,42.42214861,-87.86791611,42.42214861,-87.86791611,728.1,PU,PU,Towered,
4508.6,DPA,DUPAGE,CHICAGO/WEST CHICAGO,IL,ILLINOIS,41.90705305,-88.247995,41.90705305,-88.247995,758.5,PU,PU,Towered,
4533.23,C26,CLINTON,CLINTON,IL,ILLINOIS,40.16349166,-88.935,40.16349166,-88.935,730,PR,PU,Non-towered,
4562.1,DNV,VERMILION RGNL,DANVILLE,IL,ILLINOIS,40.19982722,-87.59516638,40.19982722,-87.59516638,696.9,PU,PU,Non-towered,
4567,DKB,DE KALB TAYLOR MUNI,DE KALB,IL,ILLINOIS,41.93383425,-88.70568638,41.93383425,-88.70568638,912.6,PU,PU,Non-towered,
4564,DEC,DECATUR,DECATUR,IL,ILLINOIS,39.8345625,-88.86568916,39.8345625,-88.86568916,681.9,PU,PU,Towered,
4581,C73,DIXON MUNI-CHARLES R WALGREEN FLD,DIXON,IL,ILLINOIS,41.83369888,-89.44621333,41.83369888,-89.44621333,785,PU,PU,Non-towered,
4614,1H2,EFFINGHAM COUNTY RGNL,EFFINGHAM,IL,ILLINOIS,39.07044444,-88.53352777,39.07044444,-88.53352777,585.2,PU,PU,Non-towered,
4635.1,FWC,FAIRFIELD MUNI,FAIRFIELD,IL,ILLINOIS,38.37863305,-88.41265222,38.37863305,-88.41265222,434.4,PU,PU,Non-towered,
4650.1,FOA,FLORA MUNI,FLORA,IL,ILLINOIS,38.66499022,-88.45311202,38.66499022,-88.45311202,472.6,PU,PU,Non-towered,
4660,FEP,ALBERTUS,FREEPORT,IL,ILLINOIS,42.24611472,-89.58197666,42.24611472,-89.58197666,859,PU,PU,Non-towered,
4667.1,GBG,HARREL W TIMMONS GALESBURG RGNL,GALESBURG,IL,ILLINOIS,40.93800052,-90.43112358,40.93800052,-90.43112358,764.3,PU,PU,Non-towered,
4703.1,C81,CAMPBELL,GRAYSLAKE,IL,ILLINOIS,42.32461111,-88.07408805,42.32461111,-88.07408805,788,PR,PU,Non-towered,
4713.1,GRE,GREENVILLE,GREENVILLE,IL,ILLINOIS,38.83622222,-89.37888888,38.83622222,-89.37888888,540.8,PU,PU,Non-towered,
4715,10C,GALT FLD,GREENWOOD/WONDER LAKE,IL,ILLINOIS,42.40288888,-88.37511111,42.40288888,-88.37511111,875,PR,PU,Non-towered,
4722,HSB,HARRISBURG-RALEIGH,HARRISBURG,IL,ILLINOIS,37.81125611,-88.55025963,37.81125611,-88.55025963,398,PU,PU,Non-towered,
4760,IJX,JACKSONVILLE MUNI,JACKSONVILLE,IL,ILLINOIS,39.77461111,-90.23827777,39.77461111,-90.23827777,623.9,PU,PU,Non-towered,
4767,JOT,JOLIET RGNL,JOLIET,IL,ILLINOIS,41.51774138,-88.17539722,41.51774138,-88.17539722,582.3,PU,PU,Non-towered,
4773.1,IKK,GREATER KANKAKEE,KANKAKEE,IL,ILLINOIS,41.07138888,-87.84627777,41.07138888,-87.84627777,629.5,PU,PU,Non-towered,
4781.1,EZI,KEWANEE MUNI,KEWANEE,IL,ILLINOIS,41.20519444,-89.96386111,41.20519444,-89.96386111,858,PU,PU,Non-towered,
4786,C75,MARSHALL COUNTY,LACON,IL,ILLINOIS,41.01883333,-89.38577777,41.01883333,-89.38577777,584.5,PU,PU,Non-towered,
4803,LWV,LAWRENCEVILLE-VINCENNES INTL,LAWRENCEVILLE,IL,ILLINOIS,38.76427777,-87.6055,38.76427777,-87.6055,429.8,PU,PU,Non-towered,
4822,AAA,LOGAN COUNTY,LINCOLN,IL,ILLINOIS,40.15869444,-89.33502777,40.15869444,-89.33502777,594.3,PU,PU,Non-towered,
4824,3LF,LITCHFIELD MUNI,LITCHFIELD,IL,ILLINOIS,39.1625,-89.67463888,39.1625,-89.67463888,690.5,PU,PU,Non-towered,
4841.1,MQB,MACOMB MUNI,MACOMB,IL,ILLINOIS,40.52008333,-90.65238888,40.52008333,-90.65238888,705.7,PU,PU,Non-towered,
4850,MWA,VETERANS AIRPORT OF SOUTHERN ILLINOIS,MARION,IL,ILLINOIS,37.75497222,-89.01108333,37.75497222,-89.01108333,471.7,PU,PU,Towered,
4858.1,MTO,COLES COUNTY MEML,MATTOON/CHARLESTON,IL,ILLINOIS,39.47788888,-88.27997222,39.47788888,-88.27997222,722.3,PU,PU,Non-towered,
4864,M30,METROPOLIS MUNI,METROPOLIS,IL,ILLINOIS,37.18294444,-88.75066666,37.18294444,-88.75066666,384.3,PU,PU,Non-towered,
4868,MLI,QUAD CITIES INTL,MOLINE,IL,ILLINOIS,41.44820916,-90.50777,41.44820916,-90.50777,589.6,PU,PU,Towered,
4869.5,C56,BULT FLD,MONEE,IL,ILLINOIS,41.37741666,-87.67975,41.37741666,-87.67975,790.2,PU,PU,Non-towered,
4870,C66,MONMOUTH MUNI,MONMOUTH,IL,ILLINOIS,40.92970444,-90.63110722,40.92970444,-90.63110722,753,PU,PU,Non-towered,
4876,C09,MORRIS MUNI/JAMES R WASHBURN FLD,MORRIS,IL,ILLINOIS,41.42475,-88.41866666,41.42475,-88.41866666,584.7,PU,PU,Non-towered,
4886,AJG,MOUNT CARMEL MUNI,MOUNT CARMEL,IL,ILLINOIS,38.60652777,-87.72669444,38.60652777,-87.72669444,429.4,PU,PU,Non-towered,
4890.21,I63,MOUNT STERLING MUNI,MOUNT STERLING,IL,ILLINOIS,39.98538888,-90.80413888,39.98538888,-90.80413888,733.7,PU,PU,Non-towered,
4891,MVN,MOUNT VERNON,MOUNT VERNON,IL,ILLINOIS,38.32336111,-88.8585,38.32336111,-88.8585,480.4,PU,PU,Non-towered,
4922.1,OLY,OLNEY-NOBLE,OLNEY-NOBLE,IL,ILLINOIS,38.72182722,-88.17643277,38.72182722,-88.17643277,482.1,PU,PU,Non-towered,
4925.03,8N2,SKYDIVE CHICAGO,OTTAWA,IL,ILLINOIS,41.39977777,-88.79391666,41.39977777,-88.79391666,616,PR,PU,Non-towered,
4928.8,5K1,ZELMER MEML AIRPARK INC,PALMYRA,IL,ILLINOIS,39.4200475,-89.9912175,39.4200475,-89.9912175,663,PR,PU,Non-towered,
4931.41,PRG,EDGAR COUNTY,PARIS,IL,ILLINOIS,39.69966666,-87.67077777,39.69966666,-87.67077777,654.2,PU,PU,Non-towered,
4933.51,1C1,PAXTON,PAXTON,IL,ILLINOIS,40.44897888,-88.12773805,40.44897888,-88.12773805,779,PR,PU,Non-towered,
4936.1,C15,PEKIN MUNI,PEKIN,IL,ILLINOIS,40.48819444,-89.67588888,40.48819444,-89.67588888,530,PU,PU,Non-towered,
4938,PIA,GENERAL DOWNING - PEORIA INTL,PEORIA,IL,ILLINOIS,40.66419444,-89.69325,40.66419444,-89.69325,660.7,PU,PU,Towered,
4937.2,3MY,MOUNT HAWLEY AUXILIARY,PEORIA,IL,ILLINOIS,40.79580555,-89.61347222,40.79580555,-89.61347222,793.4,PU,PU,Non-towered,
4939.82,VYS,ILLINOIS VALLEY RGNL-WALTER A DUNCAN FLD,PERU,IL,ILLINOIS,41.35013888,-89.15294444,41.35013888,-89.15294444,654.2,PU,PU,Non-towered,
4941.77,PJY,PINCKNEYVILLE/DU QUOIN,PINCKNEYVILLE,IL,ILLINOIS,37.97788416,-89.36044888,37.97788416,-89.36044888,400.4,PU,PU,Non-towered,
4945.51,PPQ,PITTSFIELD PENSTONE MUNI,PITTSFIELD,IL,ILLINOIS,39.63889008,-90.77855897,39.63889008,-90.77855897,709.8,PU,PU,Non-towered,
4952,PNT,PONTIAC MUNI,PONTIAC,IL,ILLINOIS,40.92444444,-88.62394444,40.92444444,-88.62394444,666.2,PU,PU,Non-towered,
4952.43,C77,POPLAR GROVE,POPLAR GROVE,IL,ILLINOIS,42.32286111,-88.83630555,42.32286111,-88.83630555,857.4,PR,PU,Non-towered,
4958,UIN,QUINCY RGNL-BALDWIN FLD,QUINCY,IL,ILLINOIS,39.94227527,-91.19240444,39.94227527,-91.19240444,768.7,PU,PU,Non-towered,
4958.85,TIP,RANTOUL NTL AVN CNTR-FRANK ELLIOTT FLD,RANTOUL,IL,ILLINOIS,40.29355555,-88.14238888,40.29355555,-88.14238888,737.9,PU,PU,Non-towered,
4968.1,RSV,CRAWFORD COUNTY,ROBINSON,IL,ILLINOIS,39.01602777,-87.64977777,39.01602777,-87.64977777,461.3,PU,PU,Non-towered,
4970,RPJ,ROCHELLE MUNI/KORITZ FLD,ROCHELLE,IL,ILLINOIS,41.89263888,-89.07961111,41.89263888,-89.07961111,780.9,PU,PU,Non-towered,
4975.41,I26,CORPORAL JASON G PAUTSCH,ROCK ISLAND,IL,ILLINOIS,41.50999925,-90.55788966,41.50999925,-90.55788966,571,PR,PU,Non-towered,
4989,SLO,SALEM-LECKRONE,SALEM,IL,ILLINOIS,38.64287222,-88.96418527,38.64287222,-88.96418527,573.2,PU,PU,Non-towered,
4992.1,SFY,TRI-TOWNSHIP,SAVANNA,IL,ILLINOIS,42.04583333,-90.10794444,42.04583333,-90.10794444,616.3,PU,PU,Non-towered,
4997,2H0,SHELBY COUNTY,SHELBYVILLE,IL,ILLINOIS,39.41130277,-88.84552222,39.41130277,-88.84552222,618.9,PU,PU,Non-towered,
5002.3,SAR,SPARTA COMMUNITY-HUNTER FLD,SPARTA,IL,ILLINOIS,38.14886361,-89.69850388,38.14886361,-89.69850388,537.6,PU,PU,Non-towered,
5008,SPI,ABRAHAM LINCOLN CAPITAL,SPRINGFIELD,IL,ILLINOIS,39.84461361,-89.67754666,39.84461361,-89.67754666,597.8,PU,PU,Towered,
5012.1,SQI,WHITESIDE COUNTY/JOS H BITTORF FLD,STERLING/ROCKFALLS,IL,ILLINOIS,41.74283333,-89.67627777,41.74283333,-89.67627777,647.6,PU,PU,Non-towered,
5023.6,TAZ,TAYLORVILLE MUNI,TAYLORVILLE,IL,ILLINOIS,39.5325855,-89.33070691,39.5325855,-89.33070691,622,PU,PU,Non-towered,
5030.1,K96,TUSCOLA,TUSCOLA,IL,ILLINOIS,39.78119722,-88.30644583,39.78119722,-88.30644583,665,PR,PU,Non-towered,
5032,C16,FRASCA FLD,URBANA,IL,ILLINOIS,40.14639977,-88.19848758,40.14639977,-88.19848758,735,PR,PU,Non-towered,
5035,VLA,VANDALIA MUNI,VANDALIA,IL,ILLINOIS,38.99146583,-89.16618944,38.99146583,-89.16618944,537.2,PU,PU,Non-towered,
5087.3,I99,ALEXANDRIA,ALEXANDRIA,IN,INDIANA,40.23251333,-85.63753055,40.23251333,-85.63753055,900,PR,PU,Non-towered,
5090.1,AID,ANDERSON RGNL,ANDERSON,IN,INDIANA,40.10861111,-85.613,40.10861111,-85.613,919.1,PU,PU,Towered,
5092,ANQ,TRI-STATE STEUBEN COUNTY,ANGOLA,IN,INDIANA,41.63969833,-85.08349333,41.63969833,-85.08349333,995,PU,PU,Non-towered,
5101.1,GWB,AUBURN/DEKALB EXEC,AUBURN,IN,INDIANA,41.3071975,-85.06051694,41.3071975,-85.06051694,880.4,PU,PU,Non-towered,
